group	colour	x	y	clickSelects	showSelected1
250	#619CFF	4	86.3	S050	Mathematics
250	#619CFF	5	81.2	S050	Mathematics
250	#619CFF	6	83	S050	Mathematics
250	#619CFF	7	91	S050	Mathematics
250	#619CFF	8	91.1	S050	Mathematics
251	#F564E3	1	79.9	S001	Physics
251	#F564E3	2	80.8	S001	Physics
251	#F564E3	3	68	S001	Physics
251	#F564E3	4	74.6	S001	Physics
251	#F564E3	5	81.4	S001	Physics
251	#F564E3	6	81.4	S001	Physics
251	#F564E3	7	84.9	S001	Physics
251	#F564E3	8	83.9	S001	Physics
252	#F564E3	1	65.9	S002	Physics
252	#F564E3	2	69.6	S002	Physics
252	#F564E3	3	73.5	S002	Physics
252	#F564E3	4	67.2	S002	Physics
252	#F564E3	5	76.7	S002	Physics
252	#F564E3	6	82.8	S002	Physics
252	#F564E3	7	83.4	S002	Physics
252	#F564E3	8	74.7	S002	Physics
253	#F564E3	1	63.1	S003	Physics
253	#F564E3	2	60.9	S003	Physics
253	#F564E3	3	61.1	S003	Physics
253	#F564E3	4	59.4	S003	Physics
253	#F564E3	5	64.1	S003	Physics
253	#F564E3	6	62.8	S003	Physics
253	#F564E3	7	69.8	S003	Physics
253	#F564E3	8	66.6	S003	Physics
254	#F564E3	1	57.5	S004	Physics
254	#F564E3	2	54.7	S004	Physics
254	#F564E3	3	56	S004	Physics
254	#F564E3	4	61	S004	Physics
254	#F564E3	5	76.1	S004	Physics
254	#F564E3	6	63.6	S004	Physics
254	#F564E3	7	74	S004	Physics
254	#F564E3	8	62.4	S004	Physics
255	#F564E3	1	64.3	S005	Physics
255	#F564E3	2	77.4	S005	Physics
255	#F564E3	3	72	S005	Physics
255	#F564E3	4	75.6	S005	Physics
255	#F564E3	5	80.7	S005	Physics
255	#F564E3	6	75.9	S005	Physics
255	#F564E3	7	81.7	S005	Physics
255	#F564E3	8	85.1	S005	Physics
256	#F564E3	1	73.8	S006	Physics
256	#F564E3	2	63.6	S006	Physics
256	#F564E3	3	70.7	S006	Physics
256	#F564E3	4	74.2	S006	Physics
256	#F564E3	5	83.6	S006	Physics
256	#F564E3	6	77.8	S006	Physics
256	#F564E3	7	82.4	S006	Physics
256	#F564E3	8	87.7	S006	Physics
257	#F564E3	1	63.3	S007	Physics
257	#F564E3	2	67.6	S007	Physics
257	#F564E3	3	68.2	S007	Physics
257	#F564E3	4	66	S007	Physics
257	#F564E3	5	77.1	S007	Physics
257	#F564E3	6	78.6	S007	Physics
257	#F564E3	7	73.6	S007	Physics
257	#F564E3	8	88.1	S007	Physics
258	#F564E3	1	63.5	S008	Physics
258	#F564E3	2	59.2	S008	Physics
258	#F564E3	3	58.9	S008	Physics
258	#F564E3	4	56.7	S008	Physics
258	#F564E3	5	75.5	S008	Physics
258	#F564E3	6	61.9	S008	Physics
258	#F564E3	7	70.9	S008	Physics
258	#F564E3	8	78	S008	Physics
259	#F564E3	1	43.9	S009	Physics
259	#F564E3	2	50.4	S009	Physics
259	#F564E3	3	53.5	S009	Physics
259	#F564E3	4	54.7	S009	Physics
259	#F564E3	5	60.9	S009	Physics
259	#F564E3	6	55.8	S009	Physics
259	#F564E3	7	61.8	S009	Physics
259	#F564E3	8	55.4	S009	Physics
260	#F564E3	1	42.1	S010	Physics
260	#F564E3	2	53.3	S010	Physics
260	#F564E3	3	54.8	S010	Physics
260	#F564E3	4	50.6	S010	Physics
260	#F564E3	5	57.5	S010	Physics
260	#F564E3	6	49.3	S010	Physics
260	#F564E3	7	57.3	S010	Physics
260	#F564E3	8	61.9	S010	Physics
261	#F564E3	1	35.8	S011	Physics
261	#F564E3	2	51.3	S011	Physics
261	#F564E3	3	43.8	S011	Physics
261	#F564E3	4	50.8	S011	Physics
261	#F564E3	5	52.5	S011	Physics
261	#F564E3	6	47.5	S011	Physics
261	#F564E3	7	56.1	S011	Physics
261	#F564E3	8	60.2	S011	Physics
262	#F564E3	1	69.3	S012	Physics
262	#F564E3	2	66.1	S012	Physics
262	#F564E3	3	65.4	S012	Physics
262	#F564E3	4	72.9	S012	Physics
262	#F564E3	5	71.1	S012	Physics
262	#F564E3	6	75	S012	Physics
262	#F564E3	7	71.1	S012	Physics
262	#F564E3	8	79.4	S012	Physics
263	#F564E3	1	63.8	S013	Physics
263	#F564E3	2	73.4	S013	Physics
263	#F564E3	3	71.9	S013	Physics
263	#F564E3	4	67.7	S013	Physics
263	#F564E3	5	82.2	S013	Physics
263	#F564E3	6	84.8	S013	Physics
263	#F564E3	7	91.4	S013	Physics
263	#F564E3	8	83.2	S013	Physics
264	#F564E3	1	61.8	S014	Physics
264	#F564E3	2	67.6	S014	Physics
264	#F564E3	3	67.7	S014	Physics
264	#F564E3	4	66.6	S014	Physics
264	#F564E3	5	70.5	S014	Physics
264	#F564E3	6	76	S014	Physics
264	#F564E3	7	81.2	S014	Physics
264	#F564E3	8	73.6	S014	Physics
265	#F564E3	1	37.2	S015	Physics
265	#F564E3	2	32	S015	Physics
265	#F564E3	3	38.4	S015	Physics
265	#F564E3	4	34.1	S015	Physics
265	#F564E3	5	33.9	S015	Physics
265	#F564E3	6	39.9	S015	Physics
265	#F564E3	7	35.3	S015	Physics
265	#F564E3	8	41.7	S015	Physics
266	#F564E3	1	48.4	S016	Physics
266	#F564E3	2	59.9	S016	Physics
266	#F564E3	3	59.7	S016	Physics
266	#F564E3	4	59.8	S016	Physics
266	#F564E3	5	66.3	S016	Physics
266	#F564E3	6	69.1	S016	Physics
266	#F564E3	7	68.7	S016	Physics
266	#F564E3	8	69.7	S016	Physics
267	#F564E3	1	59.2	S017	Physics
267	#F564E3	2	46.3	S017	Physics
267	#F564E3	3	52.7	S017	Physics
267	#F564E3	4	59.7	S017	Physics
267	#F564E3	5	53.7	S017	Physics
267	#F564E3	6	66.5	S017	Physics
267	#F564E3	7	56.3	S017	Physics
267	#F564E3	8	58.6	S017	Physics
268	#F564E3	1	66.2	S018	Physics
268	#F564E3	2	61.5	S018	Physics
268	#F564E3	3	76.5	S018	Physics
268	#F564E3	4	66	S018	Physics
268	#F564E3	5	75.3	S018	Physics
268	#F564E3	6	74.9	S018	Physics
268	#F564E3	7	68.2	S018	Physics
268	#F564E3	8	73	S018	Physics
269	#F564E3	1	41.6	S019	Physics
269	#F564E3	2	37.1	S019	Physics
269	#F564E3	3	49.6	S019	Physics
269	#F564E3	4	41.3	S019	Physics
269	#F564E3	5	50.7	S019	Physics
269	#F564E3	6	55.9	S019	Physics
269	#F564E3	7	53.9	S019	Physics
269	#F564E3	8	60.5	S019	Physics
270	#F564E3	1	43.4	S020	Physics
270	#F564E3	2	43.9	S020	Physics
270	#F564E3	3	44	S020	Physics
270	#F564E3	4	45.9	S020	Physics
270	#F564E3	5	40.4	S020	Physics
270	#F564E3	6	52.7	S020	Physics
270	#F564E3	7	56.9	S020	Physics
270	#F564E3	8	56.9	S020	Physics
271	#F564E3	1	69.1	S021	Physics
271	#F564E3	2	63.8	S021	Physics
271	#F564E3	3	78.7	S021	Physics
271	#F564E3	4	76	S021	Physics
271	#F564E3	5	80.1	S021	Physics
271	#F564E3	6	84.4	S021	Physics
271	#F564E3	7	85.9	S021	Physics
271	#F564E3	8	89.8	S021	Physics
272	#F564E3	1	60.5	S022	Physics
272	#F564E3	2	72	S022	Physics
272	#F564E3	3	60.5	S022	Physics
272	#F564E3	4	65.9	S022	Physics
272	#F564E3	5	73.9	S022	Physics
272	#F564E3	6	68	S022	Physics
272	#F564E3	7	70.2	S022	Physics
272	#F564E3	8	69.9	S022	Physics
273	#F564E3	1	62.9	S023	Physics
273	#F564E3	2	70.9	S023	Physics
273	#F564E3	3	70.5	S023	Physics
273	#F564E3	4	66.7	S023	Physics
273	#F564E3	5	73.1	S023	Physics
273	#F564E3	6	75.6	S023	Physics
273	#F564E3	7	80.7	S023	Physics
273	#F564E3	8	87	S023	Physics
274	#F564E3	1	55.9	S024	Physics
274	#F564E3	2	56.7	S024	Physics
274	#F564E3	3	60.7	S024	Physics
274	#F564E3	4	61.6	S024	Physics
274	#F564E3	5	64.6	S024	Physics
274	#F564E3	6	65.6	S024	Physics
274	#F564E3	7	62.7	S024	Physics
274	#F564E3	8	79.7	S024	Physics
275	#F564E3	1	59.4	S025	Physics
275	#F564E3	2	69.2	S025	Physics
275	#F564E3	3	62.4	S025	Physics
275	#F564E3	4	68.7	S025	Physics
275	#F564E3	5	64.3	S025	Physics
275	#F564E3	6	84.3	S025	Physics
275	#F564E3	7	69.2	S025	Physics
275	#F564E3	8	76	S025	Physics
276	#F564E3	1	43.7	S026	Physics
276	#F564E3	2	44.1	S026	Physics
276	#F564E3	3	52.4	S026	Physics
276	#F564E3	4	48.5	S026	Physics
276	#F564E3	5	47.8	S026	Physics
276	#F564E3	6	51.4	S026	Physics
276	#F564E3	7	60.3	S026	Physics
276	#F564E3	8	61.1	S026	Physics
277	#F564E3	1	52.5	S027	Physics
277	#F564E3	2	67.1	S027	Physics
277	#F564E3	3	65.9	S027	Physics
277	#F564E3	4	58.6	S027	Physics
277	#F564E3	5	70.4	S027	Physics
277	#F564E3	6	60.9	S027	Physics
277	#F564E3	7	72.1	S027	Physics
277	#F564E3	8	68.5	S027	Physics
278	#F564E3	1	60.4	S028	Physics
278	#F564E3	2	60.9	S028	Physics
278	#F564E3	3	75.2	S028	Physics
278	#F564E3	4	80.6	S028	Physics
278	#F564E3	5	67.8	S028	Physics
278	#F564E3	6	74.4	S028	Physics
278	#F564E3	7	76.2	S028	Physics
278	#F564E3	8	80.6	S028	Physics
279	#F564E3	1	35.6	S029	Physics
279	#F564E3	2	44.5	S029	Physics
279	#F564E3	3	46.8	S029	Physics
279	#F564E3	4	53	S029	Physics
279	#F564E3	5	47.4	S029	Physics
279	#F564E3	6	37.2	S029	Physics
279	#F564E3	7	56.8	S029	Physics
279	#F564E3	8	57.6	S029	Physics
280	#F564E3	1	60.5	S030	Physics
280	#F564E3	2	67	S030	Physics
280	#F564E3	3	61.2	S030	Physics
280	#F564E3	4	62.5	S030	Physics
280	#F564E3	5	71.4	S030	Physics
280	#F564E3	6	66.5	S030	Physics
280	#F564E3	7	62.7	S030	Physics
280	#F564E3	8	73.4	S030	Physics
281	#F564E3	1	39.8	S031	Physics
281	#F564E3	2	57.1	S031	Physics
281	#F564E3	3	43.5	S031	Physics
281	#F564E3	4	46.9	S031	Physics
281	#F564E3	5	51.7	S031	Physics
281	#F564E3	6	57.6	S031	Physics
281	#F564E3	7	57.6	S031	Physics
281	#F564E3	8	58.7	S031	Physics
282	#F564E3	1	56.4	S032	Physics
282	#F564E3	2	65	S032	Physics
282	#F564E3	3	65.1	S032	Physics
282	#F564E3	4	56.8	S032	Physics
282	#F564E3	5	62.5	S032	Physics
282	#F564E3	6	74.7	S032	Physics
282	#F564E3	7	70	S032	Physics
282	#F564E3	8	69.8	S032	Physics
283	#F564E3	1	50.7	S033	Physics
283	#F564E3	2	60.9	S033	Physics
283	#F564E3	3	51.3	S033	Physics
283	#F564E3	4	61.7	S033	Physics
283	#F564E3	5	57.3	S033	Physics
283	#F564E3	6	68.7	S033	Physics
283	#F564E3	7	65.6	S033	Physics
283	#F564E3	8	69.4	S033	Physics
284	#F564E3	1	71.2	S034	Physics
284	#F564E3	2	68.5	S034	Physics
284	#F564E3	3	75.6	S034	Physics
284	#F564E3	4	71.6	S034	Physics
284	#F564E3	5	81.5	S034	Physics
284	#F564E3	6	78.4	S034	Physics
284	#F564E3	7	82.2	S034	Physics
284	#F564E3	8	80.8	S034	Physics
285	#F564E3	1	62.5	S035	Physics
285	#F564E3	2	61	S035	Physics
285	#F564E3	3	49.9	S035	Physics
285	#F564E3	4	54.6	S035	Physics
285	#F564E3	5	57.6	S035	Physics
285	#F564E3	6	65	S035	Physics
285	#F564E3	7	61.8	S035	Physics
285	#F564E3	8	65.4	S035	Physics
286	#F564E3	1	58.7	S036	Physics
286	#F564E3	2	69.8	S036	Physics
286	#F564E3	3	65.1	S036	Physics
286	#F564E3	4	66.1	S036	Physics
286	#F564E3	5	70.5	S036	Physics
286	#F564E3	6	76.9	S036	Physics
286	#F564E3	7	75.5	S036	Physics
286	#F564E3	8	77.5	S036	Physics
287	#F564E3	1	56.4	S037	Physics
287	#F564E3	2	56.2	S037	Physics
287	#F564E3	3	71.8	S037	Physics
287	#F564E3	4	75.9	S037	Physics
287	#F564E3	5	71.7	S037	Physics
287	#F564E3	6	80.3	S037	Physics
287	#F564E3	7	74.7	S037	Physics
287	#F564E3	8	68.6	S037	Physics
288	#F564E3	1	56.7	S038	Physics
288	#F564E3	2	51.6	S038	Physics
288	#F564E3	3	60.2	S038	Physics
288	#F564E3	4	53.6	S038	Physics
288	#F564E3	5	60.2	S038	Physics
288	#F564E3	6	62.9	S038	Physics
288	#F564E3	7	74	S038	Physics
288	#F564E3	8	65.5	S038	Physics
289	#F564E3	1	54.9	S039	Physics
289	#F564E3	2	52.3	S039	Physics
289	#F564E3	3	65.8	S039	Physics
289	#F564E3	4	64.7	S039	Physics
289	#F564E3	5	59.4	S039	Physics
289	#F564E3	6	59.8	S039	Physics
289	#F564E3	7	67	S039	Physics
289	#F564E3	8	79.8	S039	Physics
290	#F564E3	1	61.8	S040	Physics
290	#F564E3	2	65.2	S040	Physics
290	#F564E3	3	61.2	S040	Physics
290	#F564E3	4	69	S040	Physics
290	#F564E3	5	77.7	S040	Physics
290	#F564E3	6	78.6	S040	Physics
290	#F564E3	7	84.8	S040	Physics
290	#F564E3	8	78.5	S040	Physics
291	#F564E3	1	53	S041	Physics
291	#F564E3	2	49.2	S041	Physics
291	#F564E3	3	53.6	S041	Physics
291	#F564E3	4	46.8	S041	Physics
291	#F564E3	5	65.9	S041	Physics
291	#F564E3	6	61.1	S041	Physics
291	#F564E3	7	61.2	S041	Physics
291	#F564E3	8	61.5	S041	Physics
292	#F564E3	1	52.7	S042	Physics
292	#F564E3	2	68.8	S042	Physics
292	#F564E3	3	56.4	S042	Physics
292	#F564E3	4	70.2	S042	Physics
292	#F564E3	5	79.1	S042	Physics
292	#F564E3	6	76	S042	Physics
292	#F564E3	7	65.2	S042	Physics
292	#F564E3	8	79.4	S042	Physics
293	#F564E3	1	60	S043	Physics
293	#F564E3	2	64.9	S043	Physics
293	#F564E3	3	72.2	S043	Physics
293	#F564E3	4	70.4	S043	Physics
293	#F564E3	5	69.7	S043	Physics
293	#F564E3	6	66	S043	Physics
293	#F564E3	7	71.1	S043	Physics
293	#F564E3	8	73.5	S043	Physics
294	#F564E3	1	87.4	S044	Physics
294	#F564E3	2	78.5	S044	Physics
294	#F564E3	3	79.5	S044	Physics
294	#F564E3	4	83	S044	Physics
294	#F564E3	5	90.1	S044	Physics
294	#F564E3	6	91.8	S044	Physics
294	#F564E3	7	91.5	S044	Physics
294	#F564E3	8	93.3	S044	Physics
295	#F564E3	1	51.4	S045	Physics
295	#F564E3	2	51.8	S045	Physics
295	#F564E3	3	44.7	S045	Physics
295	#F564E3	4	54	S045	Physics
295	#F564E3	5	57.8	S045	Physics
295	#F564E3	6	56.2	S045	Physics
295	#F564E3	7	48.1	S045	Physics
295	#F564E3	8	67.9	S045	Physics
296	#F564E3	1	64	S046	Physics
296	#F564E3	2	60.3	S046	Physics
296	#F564E3	3	64.7	S046	Physics
296	#F564E3	4	71.7	S046	Physics
296	#F564E3	5	65	S046	Physics
296	#F564E3	6	72.6	S046	Physics
296	#F564E3	7	81.5	S046	Physics
296	#F564E3	8	79.5	S046	Physics
297	#F564E3	1	71	S047	Physics
297	#F564E3	2	58.2	S047	Physics
297	#F564E3	3	65.3	S047	Physics
297	#F564E3	4	71.1	S047	Physics
297	#F564E3	5	68.3	S047	Physics
297	#F564E3	6	71.8	S047	Physics
297	#F564E3	7	75.6	S047	Physics
297	#F564E3	8	78.9	S047	Physics
298	#F564E3	1	66.4	S048	Physics
298	#F564E3	2	65.1	S048	Physics
298	#F564E3	3	68	S048	Physics
298	#F564E3	4	65.3	S048	Physics
298	#F564E3	5	74.6	S048	Physics
298	#F564E3	6	66.4	S048	Physics
298	#F564E3	7	83.1	S048	Physics
298	#F564E3	8	81	S048	Physics
299	#F564E3	1	69.8	S049	Physics
299	#F564E3	2	68.3	S049	Physics
299	#F564E3	3	74.6	S049	Physics
299	#F564E3	4	63.3	S049	Physics
299	#F564E3	5	71.4	S049	Physics
299	#F564E3	6	80.5	S049	Physics
299	#F564E3	7	69.5	S049	Physics
299	#F564E3	8	75.2	S049	Physics
300	#F564E3	1	83.7	S050	Physics
300	#F564E3	2	78.4	S050	Physics
300	#F564E3	3	80.4	S050	Physics
300	#F564E3	4	82.4	S050	Physics
300	#F564E3	5	88.2	S050	Physics
300	#F564E3	6	91.8	S050	Physics
300	#F564E3	7	96.1	S050	Physics
300	#F564E3	8	89.1	S050	Physics
